articleNo,articleName,tradeTypeName,dealOrWarrantPrc,rentPrc,floorInfo,areaName,area1,area2,direction,articleConfirmYmd,buildingName,realtorName,latitude,longitude
2506664563,헬리오시티,월세,5억,230,5/25,109E,109,84,남동향,20250207,213동,천운공인중개사사무소,37.496687,127.108383
2506672474,헬리오시티,매매,"20억 2,000",,10/19,84A,84,59,남서향,20250207,509동,(가락)학사공인중개사사무소,37.499411,127.10937
2506671158,헬리오시티,매매,48억,,29/29,193C,193,150,남서향,20250207,406동,(가락)학사공인중개사사무소,37.497602,127.10981
2506647588,헬리오시티,매매,"21억 5,000",,9/12,84A,84,59,남향,20250207,416동,송파사랑공인중개사사무소,37.496532,127.108958
2506618636,헬리오시티,월세,5억,230,5/25,109E,109,84,남향,20250207,213동,일등공인중개사사무소,37.496687,127.108383
2506641321,헬리오시티,매매,20억,,10/19,84A,84,59,남서향,20250207,509동,헬리오크로바(407-8880)공인중개사사무소,37.499411,127.10937
2506650175,헬리오시티,매매,23억,,27/28,107A,107,84,남동향,20250207,206동,일등공인중개사사무소,37.496598,127.106279
2506624107,헬리오시티,매매,22억,,1/29,110D,110,84,남향,20250207,411동,엘리트(482-7117)공인중개사사무소,37.497995,127.111796
2506650926,헬리오시티,매매,24억,,27/33,110D,110,84,남향,20250207,112동,송파사랑공인중개사사무소,37.495001,127.104305
2506624735,헬리오시티,매매,"28억 5,000",,11/35,140A,140,110,남향,20250207,110동,일등공인중개사사무소,37.495128,127.103686
2506626102,헬리오시티,매매,"23억 5,000",,30/35,110D,110,84,남향,20250207,106동,일등공인중개사사무소,37.496765,127.103534
2506648982,헬리오시티,월세,4억,420,30/35,140A,140,110,남향,20250207,104동,헬리오크로바(407-8880)공인중개사사무소 ,37.496772,127.102871
2506618649,헬리오시티,매매,24억,,27/33,110D,110,84,남향,20250207,112동,집보아공인중개사,37.495001,127.104305
2506641645,헬리오시티,매매,"23억 5,000",,30/35,110D,110,84,남향,20250207,106동,골드(400-4001)공인중개사사무소,37.496765,127.103534
2506618913,헬리오시티,월세,4억,420,30/35,140A,140,110,남향,20250207,104동,일등공인중개사사무소,37.496772,127.102871
2506620838,헬리오시티,매매,"23억 5,000",,24/35,110F,110,84,남서향,20250207,218동,일등공인중개사사무소,37.495503,127.104987
2506658111,헬리오시티,매매,30억,,13/29,140A,140,110,남향,20250207,513동,복드림공인중개사사무소,37.498921,127.109637
2506624808,헬리오시티,매매,23억,,31/35,107A,107,84,남향,20250207,207동,엘리트(482-7117)공인중개사사무소,37.496146,127.105023
2506642049,헬리오시티,매매,23억,,31/35,107A,107,84,남향,20250207,207동,골드(400-4001)공인중개사사무소,37.496146,127.105023
2506649439,헬리오시티,매매,"22억 3,000",,1/29,110D,110,84,남향,20250207,411동,송파사랑공인중개사사무소,37.497995,127.111796
2506618891,헬리오시티,월세,10억,200,15/35,141B,141,110,남향,20250207,312동,일등공인중개사사무소,37.497184,127.103886
2506625159,헬리오시티,매매,22억,,1/29,110D,110,84,남향,20250207,411동,일등공인중개사사무소,37.497995,127.111796
2506648720,헬리오시티,매매,23억,,24/35,110F,110,84,남서향,20250207,218동,넘버원(414-9400)공인중개사사무소,37.495503,127.104987
2506598152,헬리오시티,매매,23억,,4/35,110F,110,84,남서향,20250207,218동,헬리오크로바(407-8880)공인중개사사무소,37.495503,127.104987
2506596420,헬리오시티,매매,"17억 5,000",,6/20,72B,72,49,남서향,20250207,408동,친구(02-474-9696)공인중개사사무소,37.497114,127.109229
2506578902,헬리오시티,전세,"18억 5,000",,23/35,163A,163,130,남향,20250207,313동,카카오공인중개사사무소,37.497514,127.105037
2506575479,헬리오시티,월세,5억,220,3/29,109E,109,84,남향,20250207,316동,동남헬리오부동산중개법인주식회사,37.497846,127.107037
2506605785,헬리오시티,전세,"6억 9,000",,15/25,61B,61,39,남서향,20250207,210동,(단지내)나라공인중개사사무소,37.496227,127.106342
2506607340,헬리오시티,전세,"14억 5,000",,15/35,141B,141,110,남향,20250207,312동,일등공인중개사사무소,37.497184,127.103886
2506579983,헬리오시티,매매,"17억 5,000",,6/20,72B,72,49,남서향,20250207,408동,미소공인중개사사무소,37.497114,127.109229
2506606410,헬리오시티,매매,23억,,21/35,109E,109,84,남향,20250207,218동,일등공인중개사사무소,37.495503,127.104987
2506607054,헬리오시티,매매,23억,,31/35,107A,107,84,남향,20250207,207동,일등공인중개사사무소,37.496146,127.105023
2506614747,헬리오시티,매매,20억,,10/19,84A,84,59,남서향,20250207,509동,헬리오시티소망공인중개사사무소,37.499411,127.10937
2506606733,헬리오시티,매매,27억,,3/29,126A,126,99,남향,20250207,315동,일등공인중개사사무소,37.49824,127.107391
2506561185,헬리오시티,매매,24억,,23/27,108G,108,84,북향,20250207,418동,송파사랑공인중개사사무소,37.497146,127.111837
2506618291,헬리오시티,매매,24억,,23/27,108G,108,84,남향,20250207,418동,집보아공인중개사,37.497146,127.111837
2506584837,헬리오시티,매매,22억,,1/29,110D,110,84,남향,20250207,411동,(가락)학사공인중개사사무소,37.497995,127.111796
2506583389,헬리오시티,매매,"14억 5,000",,3/21,62C,62,39,남서향,20250207,212동,카카오공인중개사사무소,37.496611,127.107603
2506606520,헬리오시티,매매,23억,,4/35,110F,110,84,남서향,20250207,218동,온누리(422-3300)공인중개사사무소,37.495503,127.104987
2506564606,헬리오시티,월세,5억,280,30/35,126A,126,99,남향,20250207,105동,대림공인중개사사무소,37.496337,127.102526
2506596338,헬리오시티,매매,"27억 5,000",,27/29,126A,126,99,남향,20250207,410동,아침(415-7111)공인중개사사무소,37.497447,127.110579
2506574083,헬리오시티,월세,4억,420,30/35,140A,140,110,남향,20250207,104동,명품헬리오시티공인중개사사무소,37.496772,127.102871
2506585047,헬리오시티,매매,29억,,33/35,140A,140,110,남향,20250207,110동,홈즈공인중개사사무소,37.495128,127.103686
2506505910,헬리오시티,매매,"28억 5,000",,6/35,140A,140,110,남향,20250207,104동,골드(400-4001)공인중개사사무소,37.496772,127.102871
2506521469,헬리오시티,전세,"14억 5,000",,15/35,141B,141,110,남향,20250207,312동,오렌지공인중개사사무소,37.497184,127.103886
2506514170,헬리오시티,전세,"10억 8,000",,16/35,110D,110,84,남향,20250207,201동,대림공인중개사사무소,37.496333,127.104585
2506553685,헬리오시티,전세,"7억 5,000",,3/21,61B,61,39,남서향,20250207,103동,천운공인중개사사무소,37.497515,127.103076
2506498443,헬리오시티,매매,"27억 5,000",,27/29,126A,126,99,남향,20250207,410동,헬리오시티대승공인중개사사무소,37.497447,127.110579
2506550029,헬리오시티,매매,"17억 5,000",,6/20,72B,72,49,남서향,20250207,408동,송파로얄공인중개사사무소,37.497114,127.109229
2506496856,헬리오시티,매매,"23억 5,000",,16/35,110F,110,84,남서향,20250207,218동,온누리(422-3300)공인중개사사무소,37.495503,127.104987
2506540401,헬리오시티,매매,24억,,33/35,110F,110,84,남서향,20250207,106동,송파로얄공인중개사사무소,37.496765,127.103534
2506517599,헬리오시티,매매,24억,,23/27,108G,108,84,남향,20250207,418동,엘리트(482-7117)공인중개사사무소,37.497146,127.111837
2506504895,헬리오시티,월세,5억,230,5/25,109E,109,84,남동향,20250207,213동,엘리트(482-7117)공인중개사사무소,37.496687,127.108383
2506545310,헬리오시티,매매,29억,,33/35,140A,140,110,남향,20250207,110동,카카오공인중개사사무소,37.495128,127.103686
2506524635,헬리오시티,매매,24억,,3/31,110D,110,84,남향,20250207,102동,동남헬리오부동산중개법인주식회사,37.497181,127.10213
2506503008,헬리오시티,전세,"14억 5,000",,15/35,141B,141,110,남향,20250207,312동,엘리트(482-7117)공인중개사사무소,37.497184,127.103886
2506550843,헬리오시티,전세,"13억 8,000",,5/35,141B,141,110,남서향,20250207,104동,천운공인중개사사무소,37.496772,127.102871
2506501004,헬리오시티,매매,"14억 5,000",,6/22,61B,61,39,남향,20250207,506동,송파사랑공인중개사사무소,37.498827,127.107695
2506542200,헬리오시티,매매,23억,,24/35,110F,110,84,남서향,20250207,218동,엘리트(482-7117)공인중개사사무소,37.495503,127.104987
2506518150,헬리오시티,월세,5억,230,5/25,109E,109,84,남동향,20250207,213동,오렌지공인중개사사무소,37.496687,127.108383
2506527733,헬리오시티,매매,28억,,7/35,141B,141,110,남향,20250207,104동,아침(415-7111)공인중개사사무소,37.496772,127.102871
2506530976,헬리오시티,전세,"14억 5,000",,15/35,141B,141,110,남향,20250207,312동,송파로얄공인중개사사무소,37.497184,127.103886
2506539758,헬리오시티,월세,7억,180,10/29,110D,110,84,남향,20250207,316동,송파로얄공인중개사사무소,37.497846,127.107037
2506483892,헬리오시티,매매,"23억 3,000",,9/24,107A,107,84,남향,20250207,414동,가락탑부동산중개법인주식회사,37.496911,127.110224
2506491311,헬리오시티,매매,22억,,1/29,110D,110,84,남향,20250207,411동,미소공인중개사사무소,37.497995,127.111796
2506492748,헬리오시티,월세,5억,230,5/25,109E,109,84,남향,20250207,213동,미소공인중개사사무소,37.496687,127.108383
2506480247,헬리오시티,매매,24억,,27/33,110D,110,84,남동향,20250207,112동,가락탑부동산중개법인주식회사,37.495001,127.104305
2506493868,헬리오시티,전세,19억,,23/35,163A,163,130,남향,20250207,313동,미소공인중개사사무소,37.497514,127.105037
2506490015,헬리오시티,매매,"28억 5,000",,11/35,140A,140,110,남향,20250207,110동,미소공인중개사사무소,37.495128,127.103686
2506485770,헬리오시티,월세,5억,230,5/25,109E,109,84,남향,20250207,213동,(단지내)나라공인중개사사무소,37.496687,127.108383
2506492548,헬리오시티,전세,12억,,25/29,110D,110,84,남향,20250207,515동,헬리오시티대승공인중개사사무소,37.498189,127.108219
2506477468,헬리오시티,매매,28억,,28/35,140A,140,110,남서향,20250207,104동,헬리오시티대승공인중개사사무소,37.496772,127.102871
2506478608,헬리오시티,매매,24억,,24/29,109E,109,84,남향,20250207,203동,헬리오시티대승공인중개사사무소,37.497061,127.106853
2506493967,헬리오시티,전세,"14억 5,000",,15/35,141B,141,110,남향,20250207,312동,친구(02-474-9696)공인중개사사무소,37.497184,127.103886
2506490407,헬리오시티,매매,23억,,24/35,110F,110,84,남서향,20250207,218동,미소공인중개사사무소,37.495503,127.104987
2506494776,헬리오시티,전세,"13억 8,000",,5/35,141B,141,110,남향,20250207,104동,엘리트(482-7117)공인중개사사무소,37.496772,127.102871
2506489054,헬리오시티,매매,"23억 6,000",,23/27,108G,108,84,남향,20250207,418동,미소공인중개사사무소,37.497146,127.111837
2506478072,헬리오시티,전세,"10억 9,000",,9/24,107A,107,84,남향,20250207,414동,가락탑부동산중개법인주식회사,37.496911,127.110224
2506491885,헬리오시티,매매,"14억 5,000",,3/21,62C,62,39,남서향,20250207,212동,미소공인중개사사무소,37.496611,127.107603
2506485487,헬리오시티,매매,24억,,23/27,108G,108,84,남향,20250207,418동,(단지내)나라공인중개사사무소,37.497146,127.111837
2506491456,헬리오시티,매매,"20억 5,000",,7/23,84A,84,59,남향,20250207,503동,미소공인중개사사무소,37.499674,127.109425
2506477619,헬리오시티,전세,19억,,23/35,163A,163,130,남향,20250207,313동,헬리오시티대승공인중개사사무소,37.497514,127.105037
2506485936,헬리오시티,월세,7억,180,10/29,110D,110,84,남향,20250207,316동,송파로얄공인중개사사무소,37.497846,127.107037
2506464902,헬리오시티,매매,"27억 5,000",,6/35,140A,140,110,남동향,20250207,110동,가락탑부동산중개법인주식회사,37.495128,127.103686
2506465733,헬리오시티,매매,24억,,23/27,108G,108,84,남동향,20250207,418동,가락탑부동산중개법인주식회사,37.497146,127.111837
2506470021,헬리오시티,매매,23억,,4/35,110F,110,84,남서향,20250207,218동,(단지내)나라공인중개사사무소,37.495503,127.104987
2506477331,헬리오시티,매매,"27억 5,000",,11/35,140A,140,110,남서향,20250207,110동,헬리오시티대승공인중개사사무소,37.495128,127.103686
2506456111,헬리오시티,월세,5억,230,5/25,109E,109,84,남동향,20250207,213동,송파사랑공인중개사사무소,37.496687,127.108383
2506462886,헬리오시티,매매,"19억 8,000",,3/22,84A,84,59,남서향,20250207,307동,가락탑부동산중개법인주식회사,37.498367,127.106
2506462789,헬리오시티,매매,"20억 8,000",,14/22,84A,84,59,남서향,20250207,307동,송파로얄공인중개사사무소,37.498367,127.106
2506475079,헬리오시티,매매,22억,,1/29,110D,110,84,남동향,20250207,411동,가락탑부동산중개법인주식회사,37.497995,127.111796
2506448689,헬리오시티,매매,24억,,12/29,110D,110,84,남향,20250207,202동,정성공인중개사사무소,37.496693,127.105728
2506465351,헬리오시티,전세,"6억 9,000",,15/25,61B,61,39,남서향,20250207,210동,엘리트(482-7117)공인중개사사무소,37.496227,127.106342
2506469292,헬리오시티,매매,27억,,3/29,126A,126,99,남향,20250207,315동,(단지내)나라공인중개사사무소,37.49824,127.107391
2506468906,헬리오시티,매매,"14억 5,000",,3/21,62C,62,39,남서향,20250207,212동,가락탑부동산중개법인주식회사,37.496611,127.107603
2506457969,헬리오시티,전세,19억,,23/35,163A,163,130,남향,20250207,313동,카카오공인중개사사무소,37.497514,127.105037
2506471177,헬리오시티,매매,"20억 8,000",,14/22,84A,84,59,남서향,20250207,307동,송파사랑공인중개사사무소,37.498367,127.106
2506455845,헬리오시티,매매,"20억 8,000",,14/22,84A,84,59,남서향,20250207,307동,가락탑부동산중개법인주식회사,37.498367,127.106
2506455568,헬리오시티,매매,"20억 3,000",,12/23,84A,84,59,남동향,20250207,503동,가락탑부동산중개법인주식회사,37.499674,127.109425
2506447159,헬리오시티,월세,1억,240,9/21,61B,61,39,남서향,20250207,310동,송파사랑공인중개사사무소,37.497846,127.10421
2506449334,헬리오시티,매매,"17억 8,000",,17/18,72C,72,49,남서향,20250207,309동,송파사랑공인중개사사무소,37.497978,127.104817
2506441197,헬리오시티,매매,27억,,3/29,126A,126,99,남향,20250207,315동,동남헬리오부동산중개법인주식회사,37.49824,127.107391
2506465930,헬리오시티,매매,"20억 8,000",,14/22,84A,84,59,남서향,20250207,307동,(단지내)나라공인중개사사무소,37.498367,127.106
2506295112,헬리오시티,월세,10억,170,15/35,141B,141,110,남향,20250207,312동,대신공인중개사사무소,37.497184,127.103886
2506438846,헬리오시티,전세,"6억 9,000",,15/25,61B,61,39,남향,20250207,210동,한강헬리오(02-420-3883)공인중개사사무소,37.496227,127.106342
2506441163,헬리오시티,매매,"27억 5,000",,6/35,140A,140,110,남향,20250207,104동,동남헬리오부동산중개법인주식회사,37.496772,127.102871
2506438792,헬리오시티,전세,18억,,6/35,163A,163,130,남향,20250207,312동,한강헬리오(02-420-3883)공인중개사사무소,37.497184,127.103886
2506309736,헬리오시티,매매,"20억 8,000",,14/22,84A,84,59,남서향,20250207,307동,대신공인중개사사무소,37.498367,127.106
2506424024,헬리오시티,전세,13억,,3/29,126A,126,99,남향,20250207,406동,태양공인중개사사무소,37.497602,127.10981
2506424069,헬리오시티,전세,"7억 2,000",,15/22,61A,61,39,남서향,20250207,508동,동남(헬리오)부동산중개법인,37.499218,127.108819
2506441166,헬리오시티,매매,28억,,30/35,140A,140,110,남향,20250207,104동,동남헬리오부동산중개법인주식회사,37.496772,127.102871
2506438091,헬리오시티,월세,10억,200,15/35,141B,141,110,남서향,20250207,312동,한강헬리오(02-420-3883)공인중개사사무소,37.497184,127.103886
2506441150,헬리오시티,매매,"28억 5,000",,11/35,140A,140,110,남향,20250207,110동,동남헬리오부동산중개법인주식회사,37.495128,127.103686
2506441174,헬리오시티,월세,"10억 5,000",160,6/35,140A,140,110,남향,20250207,104동,동남헬리오부동산중개법인주식회사,37.496772,127.102871
2506441178,헬리오시티,전세,"18억 5,000",,6/35,163A,163,130,남향,20250207,312동,동남헬리오부동산중개법인주식회사,37.497184,127.103886
2506441129,헬리오시티,매매,24억,,27/33,110D,110,84,남향,20250207,112동,동남헬리오부동산중개법인주식회사,37.495001,127.104305
2506441151,헬리오시티,전세,7억,,15/22,61A,61,39,남서향,20250207,508동,동남헬리오부동산중개법인주식회사,37.499218,127.108819
2506441185,헬리오시티,월세,10억,200,15/35,141B,141,110,남향,20250207,312동,동남헬리오부동산중개법인주식회사,37.497184,127.103886
2506441127,헬리오시티,매매,23억,,4/35,110F,110,84,남서향,20250207,218동,동남헬리오부동산중개법인주식회사,37.495503,127.104987
2506410773,헬리오시티,매매,"23억 2,000",,28/35,110F,110,84,남서향,20250207,218동,대신공인중개사,37.495503,127.104987
2506441188,헬리오시티,매매,24억,,12/29,110D,110,84,남향,20250207,202동,동남헬리오부동산중개법인주식회사,37.496693,127.105728
2506440106,헬리오시티,매매,"16억 5,000",,6/20,72B,72,49,남서향,20250207,408동,한강헬리오(02-420-3883)공인중개사사무소,37.497114,127.109229
2506441192,헬리오시티,전세,14억,,6/35,140A,140,110,남향,20250207,104동,동남헬리오부동산중개법인주식회사,37.496772,127.102871
2506131235,헬리오시티,월세,5억,220,3/29,109E,109,84,남향,20250207,316동,동남헬리오부동산중개법인주식회사,37.497846,127.107037
2506423072,헬리오시티,매매,23억,,4/35,110F,110,84,남서향,20250206,218동,동남(헬리오)부동산중개법인,37.495503,127.104987
2506423369,헬리오시티,매매,23억,,27/28,107A,107,84,남향,20250206,206동,동남(헬리오)부동산중개법인,37.496598,127.106279
2506423907,헬리오시티,매매,24억,,12/29,110D,110,84,남향,20250206,202동,동남(헬리오)부동산중개법인,37.496693,127.105728
2506434696,헬리오시티,매매,23억,,4/35,110F,110,84,남서향,20250206,218동,동남헬리오부동산중개법인주식회사,37.495503,127.104987
2506457773,헬리오시티,매매,21억,,7/12,84A,84,59,남향,20250207,415동,미사홈즈공인중개사사무소,37.496723,127.109541
2506434439,헬리오시티,매매,29억,,13/29,140A,140,110,남서향,20250206,513동,동남헬리오부동산중개법인주식회사,37.498921,127.109637
2506436640,헬리오시티,매매,23억,,4/35,110F,110,84,남서향,20250206,218동,일등공인중개사사무소,37.495503,127.104987
2506435511,헬리오시티,전세,"13억 5,000",,3/29,126A,126,99,남향,20250206,406동,태양공인중개사사무소,37.497602,127.10981
2506434722,헬리오시티,월세,4억,420,30/35,140A,140,110,남향,20250206,104동,동남헬리오부동산중개법인주식회사,37.496772,127.102871
2506423775,헬리오시티,전세,12억,,28/29,108G,108,84,남향,20250206,514동,동남(헬리오)부동산중개법인,37.498588,127.108461
2506434795,헬리오시티,전세,12억,,28/29,108G,108,84,남향,20250206,514동,동남헬리오부동산중개법인주식회사,37.498588,127.108461
2506422848,헬리오시티,매매,"23억 5,000",,21/35,109E,109,84,남향,20250206,218동,동남(헬리오)부동산중개법인,37.495503,127.104987
2506434619,헬리오시티,매매,"24억 5,000",,33/34,109C,109,84,남향,20250206,219동,동남헬리오부동산중개법인주식회사,37.49533,127.105424
2506424116,헬리오시티,매매,23억,,4/35,110F,110,84,남서향,20250206,218동,골드(400-4001)공인중개사사무소,37.495503,127.104987
2506432234,헬리오시티,매매,28억,,28/35,140A,140,110,남향,20250206,104동,엘투에셋부동산 중개법인(주),37.496772,127.102871
2506434640,헬리오시티,매매,28억,,5/35,140A,140,110,남서향,20250206,312동,동남헬리오부동산중개법인주식회사,37.497184,127.103886
2506424234,헬리오시티,매매,20억,,10/19,84A,84,59,남서향,20250206,509동,동남(헬리오)부동산중개법인,37.499411,127.10937
2506423587,헬리오시티,매매,"20억 5,000",,7/23,84A,84,59,남향,20250206,503동,동남(헬리오)부동산중개법인,37.499674,127.109425
2506434667,헬리오시티,매매,"28억 5,000",,11/35,140A,140,110,남향,20250206,110동,동남헬리오부동산중개법인주식회사,37.495128,127.103686
2506408748,헬리오시티,매매,20억,,10/19,84A,84,59,남서향,20250206,509동,일등공인중개사사무소,37.499411,127.10937
2506415109,헬리오시티,월세,7억,140,27/29,110D,110,84,남향,20250206,317동,천운공인중개사사무소,37.497487,127.105895
2506364991,헬리오시티,매매,"27억 5,000",,6/35,141B,141,110,남향,20250206,110동,송파사랑공인중개사사무소,37.495128,127.103686
2506418336,헬리오시티,월세,7억,130,27/29,110D,110,84,남향,20250206,317동,일등공인중개사사무소,37.497487,127.105895
2506408139,헬리오시티,전세,"14억 5,000",,15/35,141B,141,110,남서향,20250206,312동,삼천공인중개사사무소,37.497184,127.103886
2506411520,헬리오시티,매매,"20억 8,000",,14/22,84A,84,59,남서향,20250206,307동,(단지내)황금공인중개사사무소,37.498367,127.106
2506400784,헬리오시티,매매,27억,,3/29,126A,126,99,남향,20250206,315동,(가락)학사공인중개사사무소,37.49824,127.107391
2506418284,헬리오시티,전세,"14억 5,000",,15/35,141B,141,110,남향,20250206,312동,동남(헬리오)부동산중개법인,37.497184,127.103886
2506375713,헬리오시티,매매,"19억 7,000",,1/20,84A,84,59,남서향,20250206,409동,삼천공인중개사사무소,37.497298,127.109806
2506418514,헬리오시티,매매,"28억 5,000",,15/35,141B,141,110,남향,20250206,312동,동남(헬리오)부동산중개법인,37.497184,127.103886
2506416626,헬리오시티,매매,27억,,3/29,126A,126,99,남향,20250206,315동,동남(헬리오)부동산중개법인,37.49824,127.107391
2506372383,헬리오시티,매매,28억,,7/35,141B,141,110,남향,20250206,104동,태양공인중개사사무소,37.496772,127.102871
2506365317,헬리오시티,매매,"27억 5,000",,5/35,141B,141,110,남향,20250206,104동,송파사랑공인중개사사무소,37.496772,127.102871
2506417355,헬리오시티,월세,10억,200,15/35,141B,141,110,남향,20250206,312동,동남(헬리오)부동산중개법인,37.497184,127.103886
2506363518,헬리오시티,매매,29억,,33/35,140A,140,110,남향,20250206,110동,송파사랑공인중개사사무소,37.495128,127.103686
2506378242,헬리오시티,매매,23억,,24/35,110F,110,84,남서향,20250206,218동,헬리오나이스(02-402-6543)공인중개사사무소,37.495503,127.104987
2506365086,헬리오시티,매매,"28억 5,000",,11/35,140A,140,110,남향,20250206,110동,송파사랑공인중개사사무소,37.495128,127.103686
2506367789,헬리오시티,매매,"23억 5,000",,24/35,110F,110,84,남서향,20250206,218동,오렌지공인중개사사무소,37.495503,127.104987
2506422451,헬리오시티,매매,"24억 5,000",,33/34,109C,109,84,남향,20250206,219동,동남(헬리오)부동산중개법인,37.49533,127.105424
2506370300,헬리오시티,월세,5억,230,5/25,109E,109,84,남향,20250206,213동,온누리(422-3300)공인중개사사무소,37.496687,127.108383
2506363010,헬리오시티,매매,30억,,23/29,140A,140,110,남향,20250206,513동,송파사랑공인중개사사무소,37.498921,127.109637
2506345615,헬리오시티,매매,27억,,3/29,126A,126,99,남향,20250206,315동,천운공인중개사사무소,37.49824,127.107391
2506341738,헬리오시티,매매,"23억 5,000",,16/35,110F,110,84,남서향,20250206,218동,헬리오크로바(407-8880)공인중개사사무소,37.495503,127.104987
